QAN,QualificationTitle,AwardingOrganisation,QualificationLevel,QualificationType,SSA,OfferedInEngland,FundedInEngland,GLH,TQT,Pre16,Age16To18,Age18Plus,Age19Plus,FundingStreamName,FundingApprovalStartDate,ProposedOutcome,RolloverStatus,ExclusionReason,OperationalEndDate,PLDNS,CurrentFundingApprovalEndDate,ProposedFundingApprovalEndDate,Comments
60366655,IAO Level 2 Certificate in Understanding Behaviour that Challenges ,Innovate Awarding,Level 2,Vocationally-Related Qualification,Health and social care,True,True,131,160,False,True,True,True,Age1619,2020/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60366667,IAO Level 2 Certificate in Understanding Autistic Spectrum Disorders,Innovate Awarding,Level 2,Vocationally-Related Qualification,Health and social care,True,True,165,210,False,True,True,True,Age1619,2020/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60366667,IAO Level 2 Certificate in Understanding Autistic Spectrum Disorders,Innovate Awarding,Level 2,Vocationally-Related Qualification,Health and social care,True,True,165,210,False,True,True,True,LocalFlexibilities,2020/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60366679,IAO Level 2 Certificate in Understanding Children and Young People's Mental Health,Innovate Awarding,Level 2,Vocationally-Related Qualification,Health and social care,True,True,135,160,False,True,True,True,Age1619,2020/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60366679,IAO Level 2 Certificate in Understanding Children and Young People's Mental Health,Innovate Awarding,Level 2,Vocationally-Related Qualification,Health and social care,True,True,135,160,False,True,True,True,LocalFlexibilities,2020/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60366734,CIBTAC Level 4 Certificate in Enhancing Eyebrows using Micropigmentation Techniques,Confederation of International Beauty Therapy and Cosmetology,Level 4,Occupational Qualification,Service enterprises,True,True,75,144,False,False,True,False,Age1619,2020/10/15,Extended,Extended,,,,2027/07/31,2028/07/31,
60367027,IAO Level 2 Award in Principles of Customer Service,Innovate Awarding,Level 2,Vocationally-Related Qualification,Administration,True,True,52,80,False,True,True,True,LocalFlexibilities,2020/11/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60367027,IAO Level 2 Award in Principles of Customer Service,Innovate Awarding,Level 2,Vocationally-Related Qualification,Administration,True,True,52,80,False,True,True,True,Age1619,2020/11/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60367039,NCFE Level 2 Award in Understanding Stewarding at Spectator Events,NCFE,Level 2,Vocationally-Related Qualification,"Sport, leisure and recreation",True,True,36,110,False,True,False,True,Age1619,2021/01/12,Extended,Extended,,,,2027/07/31,2028/07/31,
60367039,NCFE Level 2 Award in Understanding Stewarding at Spectator Events,NCFE,Level 2,Vocationally-Related Qualification,"Sport, leisure and recreation",True,True,36,110,False,True,False,True,LocalFlexibilities,2021/01/12,Extended,Extended,,,,2027/07/31,2028/07/31,
60367040,NCFE Level 2 Certificate in Spectator Safety,NCFE,Level 2,Occupational Qualification,"Sport, leisure and recreation",True,True,73,240,False,True,False,True,Age1619,2021/01/12,Extended,Extended,,,,2027/07/31,2028/07/31,
60367040,NCFE Level 2 Certificate in Spectator Safety,NCFE,Level 2,Occupational Qualification,"Sport, leisure and recreation",True,True,73,240,False,True,False,True,LocalFlexibilities,2021/01/12,Extended,Extended,,,,2027/07/31,2028/07/31,
60367052,CTH Level 2 Award in Cookery Skills,Confederation of Tourism and Hospitality,Level 2,Vocationally-Related Qualification,Hospitality and catering,True,True,80,80,True,True,True,True,Age1416,2020/10/13,Extended,Extended,,,,2027/07/31,2028/07/31,
