QAN,QualificationTitle,AwardingOrganisation,QualificationLevel,QualificationType,SSA,OfferedInEngland,FundedInEngland,GLH,TQT,Pre16,Age16To18,Age18Plus,Age19Plus,FundingStreamName,FundingApprovalStartDate,ProposedOutcome,RolloverStatus,ExclusionReason,OperationalEndDate,PLDNS,CurrentFundingApprovalEndDate,ProposedFundingApprovalEndDate,Comments
6032305X,CIBTAC Level 2 Certificate in Nail Services,Confederation of International Beauty Therapy and Cosmetology,Level 2,Occupational Qualification,Service enterprises,True,True,156,190,False,True,True,True,LocalFlexibilities,2018/01/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6032305X,CIBTAC Level 2 Certificate in Nail Services,Confederation of International Beauty Therapy and Cosmetology,Level 2,Occupational Qualification,Service enterprises,True,True,156,190,False,True,True,True,Age1619,2018/01/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323103,EAL Level 1 Award in Health and Safety in a Construction Environment,"Excellence, Achievement & Learning Limited",Level 1,Vocationally-Related Qualification,Building and construction,True,True,21,29,False,True,False,True,Age1619,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323103,EAL Level 1 Award in Health and Safety in a Construction Environment,"Excellence, Achievement & Learning Limited",Level 1,Vocationally-Related Qualification,Building and construction,True,True,21,29,False,True,False,True,LocalFlexibilities,2021/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323115,EAL Level 2 Diploma in Maritime Defence (Foundation Knowledge),"Excellence, Achievement & Learning Limited",Level 2,Other General Qualification,Engineering,True,True,350,360,False,True,True,False,Age1619,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323115,EAL Level 2 Diploma in Maritime Defence (Foundation Knowledge),"Excellence, Achievement & Learning Limited",Level 2,Other General Qualification,Engineering,True,True,350,360,False,True,True,False,LocalFlexibilities,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323139,Pearson BTEC Level 4 Diploma in Healthcare Science,Pearson Education Ltd,Level 4,Vocationally-Related Qualification,Health and social care,True,True,686,1000,False,False,True,True,Age1619,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323206,Open Awards Level 2 Certificate in Skills for Health and Care Professions (RQF),Open Awards,Level 2,Vocationally-Related Qualification,Health and social care,True,True,125,160,True,True,True,True,LocalFlexibilities,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323206,Open Awards Level 2 Certificate in Skills for Health and Care Professions (RQF),Open Awards,Level 2,Vocationally-Related Qualification,Health and social care,True,True,125,160,True,True,True,True,Age1416,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323206,Open Awards Level 2 Certificate in Skills for Health and Care Professions (RQF),Open Awards,Level 2,Vocationally-Related Qualification,Health and social care,True,True,125,160,True,True,True,True,Age1619,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323280,ProQual Level 2 NVQ Diploma in Thermal Insulation (Construction),ProQual Awarding Body,Level 2,Occupational Qualification,Building and construction,True,True,427,1130,False,True,True,True,LocalFlexibilities,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323280,ProQual Level 2 NVQ Diploma in Thermal Insulation (Construction),ProQual Awarding Body,Level 2,Occupational Qualification,Building and construction,True,True,427,1130,False,True,True,True,Age1619,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323310,Gateway Qualifications Level 1 Diploma in Creative Media Skills,Gateway Qualifications Limited,Level 1,Vocationally-Related Qualification,Media and communication,True,True,287,400,False,True,False,True,Age1619,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323310,Gateway Qualifications Level 1 Diploma in Creative Media Skills,Gateway Qualifications Limited,Level 1,Vocationally-Related Qualification,Media and communication,True,True,287,400,False,True,False,True,LocalFlexibilities,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323322,ProQual Level 1 Award in Understanding the PREVENT and Safeguarding Strategies,ProQual Awarding Body,Level 1,Vocationally-Related Qualification,Health and social care,True,True,5,10,True,True,True,True,Age1619,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323322,ProQual Level 1 Award in Understanding the PREVENT and Safeguarding Strategies,ProQual Awarding Body,Level 1,Vocationally-Related Qualification,Health and social care,True,True,5,10,True,True,True,True,Age1416,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323322,ProQual Level 1 Award in Understanding the PREVENT and Safeguarding Strategies,ProQual Awarding Body,Level 1,Vocationally-Related Qualification,Health and social care,True,True,5,10,True,True,True,True,LocalFlexibilities,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6032336X,AIM Qualifications Level 1 Award in Forest School Ethos and Principles,AIM Qualifications,Level 1,Occupational Qualification,Horticulture and forestry,True,True,25,30,True,True,False,True,LocalFlexibilities,2017/09/01,Excluded,Excluded,Operating End Date is before the Threshold,2026/08/31,,2027/07/31,2027/07/31,
6032336X,AIM Qualifications Level 1 Award in Forest School Ethos and Principles,AIM Qualifications,Level 1,Occupational Qualification,Horticulture and forestry,True,True,25,30,True,True,False,True,Age1619,2017/09/01,Excluded,Excluded,Operating End Date is before the Threshold,2026/08/31,,2027/07/31,2027/07/31,
6032336X,AIM Qualifications Level 1 Award in Forest School Ethos and Principles,AIM Qualifications,Level 1,Occupational Qualification,Horticulture and forestry,True,True,25,30,True,True,False,True,Age1416,2017/09/01,Excluded,Excluded,Operating End Date is before the Threshold,2026/08/31,,2027/07/31,2027/07/31,
60323371,Open Awards Level 2 Diploma in Skills for Business (RQF),Open Awards,Level 2,Vocationally-Related Qualification,Business management,True,True,222,370,True,True,True,True,Age1619,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323371,Open Awards Level 2 Diploma in Skills for Business (RQF),Open Awards,Level 2,Vocationally-Related Qualification,Business management,True,True,222,370,True,True,True,True,LocalFlexibilities,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323371,Open Awards Level 2 Diploma in Skills for Business (RQF),Open Awards,Level 2,Vocationally-Related Qualification,Business management,True,True,222,370,True,True,True,True,Age1416,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323395,Cambridge OCR Level 3 Advanced GCE in Media Studies,Cambridge OCR,Level 3,GCE A Level,Media and communication,True,True,360,0,False,True,False,True,AdvancedLearnerLoans,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323395,Cambridge OCR Level 3 Advanced GCE in Media Studies,Cambridge OCR,Level 3,GCE A Level,Media and communication,True,True,360,0,False,True,False,True,Age1619,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323395,Cambridge OCR Level 3 Advanced GCE in Media Studies,Cambridge OCR,Level 3,GCE A Level,Media and communication,True,True,360,0,False,True,False,True,LegalEntitlementL2L3,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323425,TQUK Level 2 Award in Citizenship and British Values (RQF) ,Training Qualifications UK Ltd,Level 2,Other Life Skills Qualification,Foundations for learning and life,True,True,12,20,True,True,False,True,Age1619,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323425,TQUK Level 2 Award in Citizenship and British Values (RQF) ,Training Qualifications UK Ltd,Level 2,Other Life Skills Qualification,Foundations for learning and life,True,True,12,20,True,True,False,True,LocalFlexibilities,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323425,TQUK Level 2 Award in Citizenship and British Values (RQF) ,Training Qualifications UK Ltd,Level 2,Other Life Skills Qualification,Foundations for learning and life,True,True,12,20,True,True,False,True,Age1416,2017/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323437,ITC Level 3 Award in Emergency First Aid at Work,ITC First,Level 3,Other Vocational Qualification,Health and social care,True,True,6,7,True,True,False,True,Age1619,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323449,ITC Level 3 Award in First Aid at Work,ITC First,Level 3,Other Vocational Qualification,Health and social care,True,True,18,22,False,True,False,True,Age1619,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323450,Highfield Level 2 Award in Pool Lifeguarding (RQF),Highfield Qualifications,Level 2,Occupational Qualification,"Sport, leisure and recreation",True,True,40,50,False,True,True,True,LocalFlexibilities,2017/09/05,Extended,Extended,,,,2027/07/31,2028/07/31,
60323450,Highfield Level 2 Award in Pool Lifeguarding (RQF),Highfield Qualifications,Level 2,Occupational Qualification,"Sport, leisure and recreation",True,True,40,50,False,True,True,True,Age1619,2017/09/05,Extended,Extended,,,,2027/07/31,2028/07/31,
60323504,CIBTAC Level 3 Certificate in Media Make-up,Confederation of International Beauty Therapy and Cosmetology,Level 3,Occupational Qualification,Service enterprises,True,True,117,160,False,True,False,True,Age1619,2018/01/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323516,CIBTAC Level 3 Certificate in Fashion and Photographic Make-up,Confederation of International Beauty Therapy and Cosmetology,Level 3,Occupational Qualification,Service enterprises,True,True,123,160,False,True,False,True,Age1619,2018/01/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323553,NOCN Level 2 NVQ Diploma in Cladding Occupations (Construction),NOCN,Level 2,Occupational Qualification,Building and construction,True,True,294,550,False,True,False,True,LocalFlexibilities,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323553,NOCN Level 2 NVQ Diploma in Cladding Occupations (Construction),NOCN,Level 2,Occupational Qualification,Building and construction,True,True,294,550,False,True,False,True,Age1619,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323565,IBO Level 3 Certificate in SL Social and Cultural Anthropology,International Baccalaureate Organisation,Level 3,Other General Qualification,Anthropology,True,True,270,525,False,True,False,False,Age1619,2017/09/11,Extended,Extended,,2027/12/31,,2027/07/31,2027/12/31,
60323577,IBO Level 3 Certificate in HL Social and Cultural Anthropology,International Baccalaureate Organisation,Level 3,Other General Qualification,Anthropology,True,True,440,860,False,True,False,False,Age1619,2017/09/11,Extended,Extended,,2027/12/31,,2027/07/31,2027/12/31,
60323589,IBO Level 3 Certificate in SL Geography,International Baccalaureate Organisation,Level 3,Other General Qualification,Geography,True,True,255,490,False,True,False,False,Age1619,2017/09/11,Extended,Extended,,2027/12/31,,2027/07/31,2027/12/31,
60323590,IBO Level 3 Certificate in HL Geography,International Baccalaureate Organisation,Level 3,Other General Qualification,Geography,True,True,415,780,False,True,False,False,Age1619,2017/09/11,Extended,Extended,,2027/12/31,,2027/07/31,2027/12/31,
60323607,IBO Level 3 Certificate in SL Psychology,International Baccalaureate Organisation,Level 3,Other General Qualification,Sociology and social policy,True,True,265,500,False,True,False,False,Age1619,2017/09/11,Extended,Extended,,2034/12/31,,2027/07/31,2028/07/31,
60323619,IBO Level 3 Certificate in HL Psychology,International Baccalaureate Organisation,Level 3,Other General Qualification,Sociology and social policy,True,True,425,800,False,True,False,False,Age1619,2017/09/11,Extended,Extended,,2034/12/31,,2027/07/31,2028/07/31,
60323620,IBO Level 3 Certificate in SL Film,International Baccalaureate Organisation,Level 3,Other General Qualification,"Crafts, creative arts and design",True,True,240,420,False,True,False,False,Age1619,2017/09/11,Extended,Extended,,2030/12/31,,2027/07/31,2028/07/31,
60323632,IBO Level 3 Certificate in HL Film,International Baccalaureate Organisation,Level 3,Other General Qualification,"Crafts, creative arts and design",True,True,390,685,False,True,False,False,Age1619,2017/09/11,Extended,Extended,,2030/12/31,,2027/07/31,2028/07/31,
6032367X,Qualsafe Level 3 Award in Emergency First Aid at Work (RQF),Qualsafe Awards,Level 3,Vocationally-Related Qualification,Health and social care,True,True,6,7,True,True,False,True,Age1619,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323681,NOCN Level 2 NVQ Diploma in Plastering (Construction),NOCN,Level 2,Occupational Qualification,Building and construction,True,True,188,560,False,True,False,True,LocalFlexibilities,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323681,NOCN Level 2 NVQ Diploma in Plastering (Construction),NOCN,Level 2,Occupational Qualification,Building and construction,True,True,188,560,False,True,False,True,Age1619,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323693,GQA Level 2 NVQ Certificate  in Glass Reinforced Plastics (GRP) Occupations  ,GQA Qualifications Limited,Level 2,Occupational Qualification,Building and construction,True,True,196,300,False,True,False,True,LocalFlexibilities,2017/09/18,Extended,Extended,,,,2027/07/31,2028/07/31,
60323711,NOCN Level 1 Award in Health and Safety in a Construction Environment,NOCN,Level 1,Vocationally-Related Qualification,Building and construction,True,True,21,30,False,True,False,True,LocalFlexibilities,2021/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323711,NOCN Level 1 Award in Health and Safety in a Construction Environment,NOCN,Level 1,Vocationally-Related Qualification,Building and construction,True,True,21,30,False,True,False,True,Age1619,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323723,AQA Level 3 Advanced GCE in Media Studies,AQA Education,Level 3,GCE A Level,Media and communication,True,True,360,360,True,True,True,True,AdvancedLearnerLoans,2017/09/11,Extended,Extended,,,,2027/07/31,2028/07/31,
60323723,AQA Level 3 Advanced GCE in Media Studies,AQA Education,Level 3,GCE A Level,Media and communication,True,True,360,360,True,True,True,True,LegalEntitlementL2L3,2017/09/11,Extended,Extended,,,,2027/07/31,2028/07/31,
60323723,AQA Level 3 Advanced GCE in Media Studies,AQA Education,Level 3,GCE A Level,Media and communication,True,True,360,360,True,True,True,True,Age1416,2017/09/11,Extended,Extended,,,,2027/07/31,2028/07/31,
60323723,AQA Level 3 Advanced GCE in Media Studies,AQA Education,Level 3,GCE A Level,Media and communication,True,True,360,360,True,True,True,True,Age1619,2017/09/11,Extended,Extended,,,,2027/07/31,2028/07/31,
60323760,NOCN Level 2 NVQ Diploma in Roofing Occupations (Construction),NOCN,Level 2,Occupational Qualification,Building and construction,True,True,128,380,False,True,False,True,Age1619,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323760,NOCN Level 2 NVQ Diploma in Roofing Occupations (Construction),NOCN,Level 2,Occupational Qualification,Building and construction,True,True,128,380,False,True,False,True,LocalFlexibilities,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323814,VTCT Skills Level 3 Award in First Aid at Work,VTCT Skills,Level 3,Other Vocational Qualification,Health and social care,True,True,18,22,False,True,False,True,Age1619,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6032384X,Qualsafe Level 3 Award in First Aid at Work (RQF),Qualsafe Awards,Level 3,Vocationally-Related Qualification,Health and social care,True,True,18,22,True,True,False,True,Age1619,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323905,CMI Level 5 Award in Management and Leadership,Chartered Management Institute,Level 5,Vocationally-Related Qualification,Business management,True,True,14,40,True,True,True,True,Age1619,2017/09/14,Extended,Extended,,,,2027/07/31,2028/07/31,
60323917,CMI Level 5 Certificate in Management and Leadership,Chartered Management Institute,Level 5,Vocationally-Related Qualification,Business management,True,True,44,130,True,True,True,True,Age1619,2017/09/14,Extended,Extended,,,,2027/07/31,2028/07/31,
60323929,CMI Level 5 Diploma in Management and Leadership,Chartered Management Institute,Level 5,Vocationally-Related Qualification,Business management,True,True,162,370,True,True,True,True,Age1619,2017/09/14,Extended,Extended,,,,2027/07/31,2028/07/31,
60323942,City & Guilds Level 2 Diploma for Customer Service Practitioners,City & Guilds Limited,Level 2,Vocationally-Related Qualification,Marketing and sales,True,True,201,380,False,True,False,True,LocalFlexibilities,2017/09/25,Excluded,Excluded,Operating End Date is before the Threshold,2026/12/31,,2027/07/31,2027/07/31,
60323942,City & Guilds Level 2 Diploma for Customer Service Practitioners,City & Guilds Limited,Level 2,Vocationally-Related Qualification,Marketing and sales,True,True,201,380,False,True,False,True,Age1619,2017/09/25,Excluded,Excluded,Operating End Date is before the Threshold,2026/12/31,,2027/07/31,2027/07/31,
60323954,RSPH Level 2 Award in Food Safety and Hygiene ,Royal Society for Public Health,Level 2,Vocationally-Related Qualification,Hospitality and catering,True,True,7,7,True,True,True,True,Age1619,2017/11/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323954,RSPH Level 2 Award in Food Safety and Hygiene ,Royal Society for Public Health,Level 2,Vocationally-Related Qualification,Hospitality and catering,True,True,7,7,True,True,True,True,Age1416,2017/11/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323954,RSPH Level 2 Award in Food Safety and Hygiene ,Royal Society for Public Health,Level 2,Vocationally-Related Qualification,Hospitality and catering,True,True,7,7,True,True,True,True,LocalFlexibilities,2017/11/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323966,RSPH Level 3 Award in Supervising Food Safety and Hygiene,Royal Society for Public Health,Level 3,Vocationally-Related Qualification,Hospitality and catering,True,True,21,27,True,True,True,True,Age1416,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323966,RSPH Level 3 Award in Supervising Food Safety and Hygiene,Royal Society for Public Health,Level 3,Vocationally-Related Qualification,Hospitality and catering,True,True,21,27,True,True,True,True,Age1619,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323978,Gateway Qualifications Level 2 Certificate in Business and Administration,Gateway Qualifications Limited,Level 2,Vocationally-Related Qualification,Business management,True,True,183,230,False,True,False,True,LocalFlexibilities,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323978,Gateway Qualifications Level 2 Certificate in Business and Administration,Gateway Qualifications Limited,Level 2,Vocationally-Related Qualification,Business management,True,True,183,230,False,True,False,True,Age1619,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323991,Gateway Qualifications Level 2 Certificate in Health and Social Care,Gateway Qualifications Limited,Level 2,Vocationally-Related Qualification,Health and social care,True,True,184,230,False,True,False,True,Age1619,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60323991,Gateway Qualifications Level 2 Certificate in Health and Social Care,Gateway Qualifications Limited,Level 2,Vocationally-Related Qualification,Health and social care,True,True,184,230,False,True,False,True,LocalFlexibilities,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324004,Gateway Qualifications Level 2 Certificate in Sport and Active Leisure,Gateway Qualifications Limited,Level 2,Vocationally-Related Qualification,"Sport, leisure and recreation",True,True,174,230,False,True,False,True,Age1619,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324004,Gateway Qualifications Level 2 Certificate in Sport and Active Leisure,Gateway Qualifications Limited,Level 2,Vocationally-Related Qualification,"Sport, leisure and recreation",True,True,174,230,False,True,False,True,LocalFlexibilities,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324016,Gateway Qualifications Level 2 Certificate in Travel and Tourism,Gateway Qualifications Limited,Level 2,Vocationally-Related Qualification,Travel and tourism,True,True,184,230,False,True,False,True,LocalFlexibilities,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324016,Gateway Qualifications Level 2 Certificate in Travel and Tourism,Gateway Qualifications Limited,Level 2,Vocationally-Related Qualification,Travel and tourism,True,True,184,230,False,True,False,True,Age1619,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6032403X,PIABC Level 3 Diploma in Polymer Processing,PIABC Ltd,Level 3,Vocationally-Related Qualification,Manufacturing technologies,True,True,418,859,False,True,True,True,Age1619,2017/09/18,Extended,Extended,,,,2027/07/31,2028/07/31,
60324041,AIM Qualifications Level 2 Award for Forest School Assistants,AIM Qualifications,Level 2,Occupational Qualification,Horticulture and forestry,True,True,54,70,False,False,True,True,LocalFlexibilities,2017/09/18,Excluded,Excluded,Operating End Date is before the Threshold,2026/08/31,,2027/07/31,2027/07/31,
60324041,AIM Qualifications Level 2 Award for Forest School Assistants,AIM Qualifications,Level 2,Occupational Qualification,Horticulture and forestry,True,True,54,70,False,False,True,True,Age1619,2017/09/18,Excluded,Excluded,Operating End Date is before the Threshold,2026/08/31,,2027/07/31,2027/07/31,
60324053,MPQC Level 4 Diploma in Managing Laboratory and Associated Technical Activities for Mineral Products Operations,MP Awards,Level 4,Occupational Qualification,Manufacturing technologies,True,True,344,490,False,True,True,True,Age1619,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324077,RSPH Level 4 Award in Managing Food Safety and Hygiene,Royal Society for Public Health,Level 4,Vocationally-Related Qualification,Hospitality and catering,True,True,35,45,False,True,True,True,Age1619,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324119,RSPH Level 3 Award in Nutrition for Health,Royal Society for Public Health,Level 3,Other Vocational Qualification,Health and social care,True,True,23,30,False,True,False,True,Age1619,2018/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324132,Highfield Level 2 Award in Risk Assessment (RQF),Highfield Qualifications,Level 2,Other Vocational Qualification,Manufacturing technologies,True,True,6,6,True,True,False,True,Age1416,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324132,Highfield Level 2 Award in Risk Assessment (RQF),Highfield Qualifications,Level 2,Other Vocational Qualification,Manufacturing technologies,True,True,6,6,True,True,False,True,LocalFlexibilities,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324132,Highfield Level 2 Award in Risk Assessment (RQF),Highfield Qualifications,Level 2,Other Vocational Qualification,Manufacturing technologies,True,True,6,6,True,True,False,True,Age1619,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324181,NOCN Level 2 NVQ Diploma in External Render - Manual and Machine Applied (Construction),NOCN,Level 2,Occupational Qualification,Building and construction,True,True,177,530,False,True,False,True,Age1619,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324181,NOCN Level 2 NVQ Diploma in External Render - Manual and Machine Applied (Construction),NOCN,Level 2,Occupational Qualification,Building and construction,True,True,177,530,False,True,False,True,LocalFlexibilities,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324193,NOCN Level 2 NVQ Certificate in External Render - Machine Applied (Construction),NOCN,Level 2,Occupational Qualification,Building and construction,True,True,87,260,False,True,False,True,LocalFlexibilities,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324193,NOCN Level 2 NVQ Certificate in External Render - Machine Applied (Construction),NOCN,Level 2,Occupational Qualification,Building and construction,True,True,87,260,False,True,False,True,Age1619,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324211,ProQual Level 2 NVQ Diploma in Construction Plant or Machinery Maintenance (Construction),ProQual Awarding Body,Level 2,Occupational Qualification,Building and construction,True,True,641,1920,False,True,True,True,LocalFlexibilities,2017/09/25,Extended,Extended,,,,2027/07/31,2028/07/31,
60324211,ProQual Level 2 NVQ Diploma in Construction Plant or Machinery Maintenance (Construction),ProQual Awarding Body,Level 2,Occupational Qualification,Building and construction,True,True,641,1920,False,True,True,True,Age1619,2017/09/25,Extended,Extended,,,,2027/07/31,2028/07/31,
60324247,City & Guilds Level 2 Diploma in Maritime Defence (Foundation Competence),City & Guilds Limited,Level 2,Vocationally-Related Qualification,Engineering,True,True,280,350,False,True,True,True,Age1619,2017/09/25,Extended,Extended,,,,2027/07/31,2028/07/31,
60324247,City & Guilds Level 2 Diploma in Maritime Defence (Foundation Competence),City & Guilds Limited,Level 2,Vocationally-Related Qualification,Engineering,True,True,280,350,False,True,True,True,LocalFlexibilities,2017/09/25,Extended,Extended,,,,2027/07/31,2028/07/31,
60324259,City & Guilds Level 2 Diploma in Maritime Defence (Foundation Knowledge),City & Guilds Limited,Level 2,Vocationally-Related Qualification,Engineering,True,True,350,380,False,True,True,True,LocalFlexibilities,2017/09/25,Extended,Extended,,,,2027/07/31,2028/07/31,
60324259,City & Guilds Level 2 Diploma in Maritime Defence (Foundation Knowledge),City & Guilds Limited,Level 2,Vocationally-Related Qualification,Engineering,True,True,350,380,False,True,True,True,Age1619,2017/09/25,Extended,Extended,,,,2027/07/31,2028/07/31,
60324296,MPQC Level 2 Diploma in Marine Aggregate Extraction,MP Awards,Level 2,Occupational Qualification,Manufacturing technologies,True,True,135,370,False,True,False,True,LocalFlexibilities,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324302,AQA Level 3 Advanced GCE in Modern Hebrew,AQA Education,Level 3,GCE A Level,"Other languages, literature and culture",True,True,360,360,True,True,True,True,Age1416,2018/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324302,AQA Level 3 Advanced GCE in Modern Hebrew,AQA Education,Level 3,GCE A Level,"Other languages, literature and culture",True,True,360,360,True,True,True,True,LegalEntitlementL2L3,2018/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324302,AQA Level 3 Advanced GCE in Modern Hebrew,AQA Education,Level 3,GCE A Level,"Other languages, literature and culture",True,True,360,360,True,True,True,True,Age1619,2018/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324302,AQA Level 3 Advanced GCE in Modern Hebrew,AQA Education,Level 3,GCE A Level,"Other languages, literature and culture",True,True,360,360,True,True,True,True,AdvancedLearnerLoans,2018/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324338,MPQC Level 3 Award in Emergency First Aid at Work,MP Awards,Level 3,Other Vocational Qualification,Health and social care,True,True,6,7,True,True,False,True,Age1619,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
6032434X,MPQC Level 3 Award in First Aid at Work,MP Awards,Level 3,Other Vocational Qualification,Health and social care,True,True,18,21,False,True,False,True,Age1619,2017/10/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324375,"Pearson Edexcel Level 3 Advanced GCE in Japanese (listening, reading and writing)",Pearson Education Ltd,Level 3,GCE A Level,"Other languages, literature and culture",True,True,360,360,False,True,False,True,AdvancedLearnerLoans,2018/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324375,"Pearson Edexcel Level 3 Advanced GCE in Japanese (listening, reading and writing)",Pearson Education Ltd,Level 3,GCE A Level,"Other languages, literature and culture",True,True,360,360,False,True,False,True,LegalEntitlementL2L3,2018/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324375,"Pearson Edexcel Level 3 Advanced GCE in Japanese (listening, reading and writing)",Pearson Education Ltd,Level 3,GCE A Level,"Other languages, literature and culture",True,True,360,360,False,True,False,True,Age1619,2018/09/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324429,Highfield Level 1 Award in Health and Safety within a Construction Environment (RQF) ,Highfield Qualifications,Level 1,Occupational Qualification,Building and construction,True,True,21,29,True,True,False,True,Age1619,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324429,Highfield Level 1 Award in Health and Safety within a Construction Environment (RQF) ,Highfield Qualifications,Level 1,Occupational Qualification,Building and construction,True,True,21,29,True,True,False,True,LocalFlexibilities,2021/08/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324429,Highfield Level 1 Award in Health and Safety within a Construction Environment (RQF) ,Highfield Qualifications,Level 1,Occupational Qualification,Building and construction,True,True,21,29,True,True,False,True,Age1416,2017/12/01,Extended,Extended,,,,2027/07/31,2028/07/31,
60324430,1st4sport Level 3 Certificate in Equestrian Coaching,1st4sport,Level 3,Occupational Qualification,"Sport, leisure and recreation",True,True,150,188,False,False,True,False,AdvancedLearnerLoans,2017/10/01,Extended,Extended,,2028/08/31,,2027/07/31,2028/07/31,
60324430,1st4sport Level 3 Certificate in Equestrian Coaching,1st4sport,Level 3,Occupational Qualification,"Sport, leisure and recreation",True,True,150,188,False,False,True,False,Age1619,2017/10/01,Extended,Extended,,2028/08/31,,2027/07/31,2028/07/31,
60324454,"CIBTAC Level 3 Diploma in Fashion, Photographic and Media Make-Up",Confederation of International Beauty Therapy and Cosmetology,Level 3,Occupational Qualification,Service enterprises,True,True,290,390,False,True,False,True,Age1619,2018/01/01,Extended,Extended,,,,2027/07/31,2028/07/31,
